order_id,product_id,price,quantity
185,37,12.5,1
229,85,24.86,1
115,2,5.42,2
217,14,6.72,3
104,85,24.32,2
90,9,7.33,2
287,30,5.24,3
239,44,8.61,1
40,49,11.89,3
26,15,9.16,2
174,83,7.32,3
199,72,17.23,3
9,11,1.92,3
61,26,12.79,1
59,42,16.61,2
270,41,9.51,2
275,4,29.48,2
21,3,12.45,2
5,38,2.06,2
93,36,20.46,1
17,59,11.6,2
168,64,4.61,1
205,60,15.7,3
37,1,9.55,3
173,49,13.4,2
299,44,20.83,2
82,57,9.54,1
15,53,20.32,3
114,66,21.73,3
290,42,12.26,3
105,52,4.2,1
224,65,29.68,2
96,82,17.37,2
62,60,24.15,3
142,63,8.02,3
49,86,29.82,1
243,85,5.15,2
10,49,18.05,3
114,10,22.7,3
74,27,18.45,3
290,47,9.19,3
166,19,6.9,1
282,21,26.72,3
153,6,23.73,1
249,80,17.84,1
151,22,19.08,1
235,11,2.91,1
286,71,3.3,3
243,64,29.71,2
34,18,8.81,2
242,76,18.32,2
212,73,5.44,3
229,98,18.05,3
129,37,22.07,2
212,90,28.76,1
231,51,25.81,2
46,40,25.48,1
245,48,14.86,3
130,35,5.07,2
12,60,11.55,2
70,30,12.07,1
177,74,15.17,2
280,46,12.09,1
137,6,27.01,3
297,64,26.19,2
53,98,24.02,3
151,54,10.88,1
82,64,9.9,1
128,16,13.75,2
223,14,29.47,2
1,82,22.64,2
164,38,23.81,1
40,13,2.7,1
164,100,3.29,1
258,52,18.04,2
35,64,20.38,3
129,54,2.72,3
102,97,8.91,1
75,12,25.57,3
139,16,6.16,1
198,25,13.04,1
233,36,29.27,1
229,54,7.66,1
7,65,28.28,1
59,25,13.71,2
22,95,23.32,2
278,26,8.36,3
208,61,22.74,2
155,18,21.5,3
268,30,25.67,1
263,28,22.01,1
12,87,1.56,3
254,30,21.59,3
221,8,26.21,3
31,5,13.44,2
211,34,29.11,1
134,5,6.91,1
26,34,6.82,1
203,77,18.44,3
155,13,12.13,3
171,93,6.71,1
71,33,1.84,3
285,28,24.35,3
223,39,20.41,3
62,26,12.61,2
234,26,28.45,2
247,93,17.64,1
235,21,20.63,1
189,86,7.46,2
16,95,16.77,1
292,70,22.2,1
18,33,3.17,1
28,56,4.98,1
201,74,14.63,3
92,26,17.34,3
115,51,7.29,2
153,33,8.09,1
65,18,13.97,1
31,67,22.71,1
153,53,4.91,3
290,30,8.06,3
271,83,22.28,1
184,88,14.28,1
233,70,12.69,3
165,24,18.22,2
189,48,3.94,3
116,81,28.62,2
151,1,8.33,1
113,78,2.56,1
187,90,10.79,1
256,18,15.37,3
242,39,3.97,2
139,44,24.54,3
198,76,21.57,1
67,75,7.79,3
19,45,3.43,1
135,68,14.72,1
216,6,14.03,1
45,42,2.66,3
77,38,4.51,3
211,17,10.22,3
44,19,9.34,1
65,50,10.86,2
58,28,13.86,1
38,69,28.35,1
157,72,13.52,3
196,54,25.7,1
185,41,10.59,2
151,65,15.67,3
119,1,12.84,2
137,62,26.29,3
56,40,12.59,2
288,80,8.23,3
117,99,17.31,1
56,16,8.0,3
140,33,16.61,2
96,4,20.33,1
278,42,14.77,2
47,80,17.59,2
293,14,3.23,3
121,78,9.37,2
84,29,28.43,2
167,7,17.22,1
124,58,29.94,3
169,82,23.56,3
197,87,8.96,3
109,7,24.31,1
111,75,10.24,2
163,39,6.12,3
39,76,15.53,3
112,44,9.73,2
293,44,18.77,3
44,69,2.26,2
170,90,8.88,2
284,69,19.52,2
220,1,17.21,2
52,96,26.35,2
1,63,16.37,2
61,89,7.41,3
203,61,21.77,3
264,90,23.96,1
288,93,8.1,1
116,71,27.55,1
114,66,9.28,2
264,97,15.89,1
161,67,19.05,2
245,84,27.27,1
114,53,21.71,1
59,18,13.79,2
263,55,27.56,3
195,35,4.69,2
263,45,24.45,3
176,67,1.66,1
273,22,29.07,1
291,26,25.05,1
149,22,5.84,1
183,60,19.34,3
30,37,20.54,3
269,62,24.32,3
15,63,5.98,3
212,97,3.89,3
266,27,18.63,3
72,48,5.72,1
175,75,10.62,3
112,46,11.98,1
62,70,15.39,3
238,65,19.92,3
166,24,29.44,2
221,33,27.46,3
230,51,3.69,1
226,79,5.19,3
213,74,28.07,2
129,23,23.63,2
26,29,14.52,1
240,75,21.73,3
94,55,4.48,1
251,83,4.31,1
241,45,14.33,3
23,3,26.29,3
277,88,15.72,1
193,15,9.77,1
52,72,12.36,1
263,41,13.15,1
107,65,14.31,2
234,67,1.81,1
153,43,7.96,2
4,48,19.86,2
101,53,16.73,1
74,19,10.4,3
240,57,16.34,1
232,1,13.98,1
9,86,1.89,1
39,56,19.92,2
87,18,15.67,2
292,68,20.58,3
271,87,14.84,1
119,30,9.61,2
28,11,6.27,2
94,81,21.33,3
224,85,27.68,3
78,63,15.81,3
144,13,9.21,2
142,92,12.19,2
241,94,17.84,3
246,83,7.96,2
181,76,17.69,3
22,44,3.64,1
206,22,8.08,2
235,80,10.67,2
260,38,4.49,1
66,66,27.81,2
268,71,20.57,3
16,7,23.31,3
62,90,16.59,3
116,94,8.47,2
131,4,7.14,1
289,99,8.53,1
142,13,3.85,2
239,18,27.52,2
296,27,19.49,1
99,73,25.25,3
63,99,22.05,2
157,83,27.83,3
215,40,24.94,1
161,60,7.99,3
140,1,2.03,2
168,8,11.75,2
112,33,2.9,2
257,84,20.24,1
74,98,25.8,2
50,17,25.4,3
185,55,6.81,2
249,28,19.75,1
60,1,12.93,2
284,35,16.73,1
86,75,17.82,2
216,88,12.89,2
257,8,5.65,3
25,43,29.79,2
202,45,8.32,1
272,56,8.21,2
179,77,12.43,3
61,27,27.78,2
181,73,11.26,3
268,63,28.08,1
287,85,23.48,1
239,45,16.82,1
300,36,5.32,1
290,83,24.73,1
177,74,23.37,1
273,16,2.41,1
199,51,21.91,1
203,10,2.68,1
115,28,1.79,1
23,32,1.82,3
206,23,1.41,3
252,19,8.09,2
69,13,29.78,1
17,79,24.65,2
47,86,9.47,3
265,86,26.92,1
39,63,24.82,3
212,67,23.5,1
171,13,20.59,2
92,75,6.39,1
173,92,26.58,3
21,1,12.47,1
173,24,10.27,2
253,53,2.46,3
274,16,3.65,2
164,82,17.29,3
22,70,8.76,2
94,30,6.54,3
41,19,27.61,2
121,97,12.77,1
138,15,16.88,3
240,61,29.57,3
179,86,15.63,2
20,75,2.81,1
21,21,28.5,3
22,56,26.99,1
211,92,6.56,1
101,82,7.01,1
220,15,1.86,1
212,72,7.08,1
199,88,24.28,1
234,7,17.49,2
98,24,14.48,1
172,6,25.71,2
227,23,10.74,2
109,87,8.63,2
229,36,2.93,2
204,92,23.65,2
63,40,27.93,3
170,66,17.0,3
26,8,20.86,3
37,98,8.4,1
32,63,17.51,1
115,94,4.39,3
71,4,4.15,2
239,79,11.82,2
176,88,13.41,2
173,67,14.19,2
284,98,29.27,2
250,62,13.66,3
179,99,22.2,2
128,74,22.04,1
263,47,13.47,3
89,5,10.76,1
231,38,11.64,2
133,21,19.66,1
182,61,27.73,2
82,20,15.31,3
250,9,20.61,3
64,42,2.18,1
179,40,28.79,1
10,94,15.12,3
162,42,28.42,3
295,34,14.69,1
208,94,14.73,2
54,22,1.03,2
23,41,26.69,3
115,46,21.37,2
290,38,26.14,3
73,9,14.24,2
199,57,15.61,3
52,19,26.41,1
177,66,14.24,1
69,12,26.99,1
272,63,6.87,1
237,44,9.92,1
255,22,18.9,2
133,42,6.54,3
262,4,4.25,2
69,37,4.32,2
271,47,23.55,1
63,58,4.1,1
251,75,6.17,2
296,70,29.65,3
39,61,1.1,1
38,97,3.01,2
238,97,10.75,1
109,11,25.03,2
179,94,18.01,1
47,16,26.29,3
157,56,9.99,2
265,96,29.83,3
117,13,29.86,2
22,10,23.22,2
74,44,23.07,2
4,89,16.04,2
114,1,5.23,3
24,19,25.32,1
285,81,13.92,2
251,61,23.79,2
258,74,4.52,3
106,63,1.86,3
224,35,29.69,3
85,30,29.54,2
279,52,25.19,2
242,99,29.9,1
215,7,22.61,1
117,31,7.94,2
20,1,20.34,1
204,90,21.91,1
138,16,6.08,3
98,27,24.01,2
139,89,17.32,2
27,27,28.72,2
174,5,17.73,2
88,98,10.9,1
39,31,9.21,3
220,26,16.75,1
195,50,8.1,2
80,61,9.34,1
288,33,12.35,1
272,71,9.0,3
252,51,28.01,1
62,66,8.41,1
75,4,29.0,2
44,96,4.39,2
23,5,14.59,3
171,38,2.71,2
34,85,26.06,2
246,91,29.56,1
197,62,2.23,3
105,34,23.17,1
216,12,14.47,1
30,18,3.84,1
137,83,23.82,3
295,98,6.47,3
84,86,8.32,2
229,13,17.58,1
33,67,13.69,2
193,98,27.57,2
158,44,3.51,2
253,39,14.99,3
123,88,10.1,1
176,82,18.9,2
123,9,29.09,1
130,39,3.94,2
85,24,24.03,1
44,90,7.63,1
85,59,10.09,1
135,30,17.06,2
93,12,4.23,2
213,54,9.64,1
142,82,6.79,1
185,3,8.17,1
75,46,16.13,3
74,36,4.26,1
5,98,24.41,2
281,66,26.3,3
296,74,27.55,3
7,76,9.41,3
9,70,17.82,3
233,63,25.54,1
218,23,5.88,1
253,91,21.61,2
115,82,12.92,3
55,31,26.58,2
241,29,23.83,3
151,63,13.48,1
68,85,10.03,2
46,62,15.01,3
64,24,27.89,2
22,3,2.43,1
97,15,2.67,1
48,76,26.35,3
227,13,18.44,2
171,37,10.63,1
135,17,29.19,3
28,73,15.0,1
283,26,1.26,3
142,78,18.66,2
277,13,9.34,1
101,98,28.38,1
188,56,2.44,3
79,73,23.87,3
294,4,23.09,1
220,89,5.13,1
187,100,19.59,1
54,52,21.0,3
155,40,19.1,2
58,31,17.71,2
191,27,20.59,3
106,91,6.85,3
273,81,17.98,3
153,81,26.41,3
271,69,22.9,3
220,78,28.53,1
156,26,14.83,1
128,93,19.52,3
174,20,8.02,2
260,3,21.0,1
138,89,19.94,3
246,85,28.87,3
238,58,12.78,3
271,96,16.32,3
75,70,20.14,2
194,72,25.7,3
122,56,23.8,2
67,53,12.52,2
207,77,6.79,3
7,10,2.25,1
156,13,7.61,2
94,4,5.18,3
24,4,20.73,2
291,66,5.03,2
96,20,16.37,3
144,9,9.79,1
288,58,6.15,1
146,7,28.72,1
124,64,12.3,1
281,75,11.77,1
146,32,13.93,1
3,14,12.62,2
221,18,22.98,1
9,15,12.22,3
208,92,5.37,1
259,16,11.25,2
215,91,2.37,3
293,76,24.62,2
181,86,23.78,2
25,2,20.43,2
285,2,12.65,2
203,18,27.16,3
242,39,2.68,1
234,43,13.38,2
288,2,29.09,1
4,11,17.14,3
73,86,27.11,2
231,80,28.91,3
214,25,28.92,2
80,99,4.99,1
238,71,13.76,3
150,35,10.9,1
194,79,17.78,2
94,77,16.82,2
186,57,23.43,2
46,14,24.07,2
198,15,23.0,3
294,2,26.57,3
292,73,10.03,2
96,100,17.98,2
266,5,8.41,1
180,16,20.03,3
96,47,12.6,3
78,34,27.75,1
7,70,13.89,1
197,93,25.98,1
299,66,24.2,2
37,30,29.47,1
288,27,16.86,2
169,84,5.46,2
136,12,10.01,1
118,51,9.69,2
140,64,6.21,2
209,72,10.3,2
6,89,14.05,1
135,74,12.13,1
236,20,2.92,2
64,78,11.03,2
280,55,13.96,1
39,22,19.93,2
88,28,16.88,3
213,9,19.83,2
251,34,28.47,1
239,48,22.4,2
140,79,13.54,3
6,59,11.53,3
256,40,6.07,1
290,75,12.16,2
89,94,1.51,1
62,79,17.52,3
176,93,4.53,3
20,43,17.94,3
258,79,1.09,1
292,32,21.01,1
77,28,28.93,2
224,14,4.05,3
28,25,10.9,1
202,14,11.48,2
146,19,14.64,1
56,13,17.3,1
289,12,1.88,2
88,92,26.01,3
281,9,1.6,3
262,26,3.02,1
2,31,4.27,1
216,77,19.22,1
134,33,20.87,2
164,77,4.89,2
202,88,12.56,2
228,5,6.73,2
136,75,8.63,1
200,78,18.65,2
103,75,14.79,2
98,95,19.07,2
79,52,5.97,2
229,98,29.47,3
163,23,22.38,3
271,20,10.72,1
265,78,6.24,3
120,6,2.16,1
261,26,22.62,3
209,10,9.23,2
255,12,11.07,1
253,24,12.06,3
25,42,16.69,2
293,20,17.23,1
65,78,29.71,2
140,6,25.19,1
261,63,10.47,3
252,95,2.25,1
80,53,20.78,2
